issue_id,issue_number,issue_title,issue_body,comment_id,comment_body
1384927167,10,Add some maths' functions,"## List of some important functions 

- [x] Absolute number
- [ ] Aliquot Sum of a number
- [ ] Area of various shapes
- [ ] Arithmetic-Geometric Mean
- [x] Armstrong number
- [x] Average Mean
- [x] Average Median
- [ ] Binary to Decimal conversion
- [ ] Binary Exponentiation Iterative
- [x] Decimal to Binary conversion
- [ ] Binomial Coefficient
- [ ] Bisection Method
- [ ] Function to check Co-prime 
- [ ] Decimal Expansion
- [ ] Decimal Isolation
- [ ] Degree to Radian Conversion
- [ ] Euler Method
- [x] Eulers Totient
- [x] Factorial
- [ ] Factors
- [ ] Fibonacci
- [ ] Find HCM
- [x] Find LCM
- [x] Finding a minimum in a array of numbers
- [x] Function to check a number is Divisible by another number or not
- [x] Function to check a number is Even
- [x] Function to check a number is Odd
- [x] Function to check a number is Pronic
- [x] Function to check a number is Square free
- [ ] Juggler Sequence
- [x] Leap year
- [x] Matrix Multiplication
- [ ] Number of digits in a number
- [ ] Pascal Triangle
- [ ] Perfect Cube
- [ ] Perfect Square
- [ ] Perfect Numbers
- [ ] Prime check
- [x] Radian to Degree Conversion
- [x] Finding Square root
- [x] Sum of Digits of a given number
",1272272523,I implemented `Sum of Digits of a given number` in #39 
1384927167,10,Add some maths' functions,"## List of some important functions 

- [x] Absolute number
- [ ] Aliquot Sum of a number
- [ ] Area of various shapes
- [ ] Arithmetic-Geometric Mean
- [x] Armstrong number
- [x] Average Mean
- [x] Average Median
- [ ] Binary to Decimal conversion
- [ ] Binary Exponentiation Iterative
- [x] Decimal to Binary conversion
- [ ] Binomial Coefficient
- [ ] Bisection Method
- [ ] Function to check Co-prime 
- [ ] Decimal Expansion
- [ ] Decimal Isolation
- [ ] Degree to Radian Conversion
- [ ] Euler Method
- [x] Eulers Totient
- [x] Factorial
- [ ] Factors
- [ ] Fibonacci
- [ ] Find HCM
- [x] Find LCM
- [x] Finding a minimum in a array of numbers
- [x] Function to check a number is Divisible by another number or not
- [x] Function to check a number is Even
- [x] Function to check a number is Odd
- [x] Function to check a number is Pronic
- [x] Function to check a number is Square free
- [ ] Juggler Sequence
- [x] Leap year
- [x] Matrix Multiplication
- [ ] Number of digits in a number
- [ ] Pascal Triangle
- [ ] Perfect Cube
- [ ] Perfect Square
- [ ] Perfect Numbers
- [ ] Prime check
- [x] Radian to Degree Conversion
- [x] Finding Square root
- [x] Sum of Digits of a given number
",1272280692,I implemented `IsLeapYear` (gregorian calendar) in #40 
1384927167,10,Add some maths' functions,"## List of some important functions 

- [x] Absolute number
- [ ] Aliquot Sum of a number
- [ ] Area of various shapes
- [ ] Arithmetic-Geometric Mean
- [x] Armstrong number
- [x] Average Mean
- [x] Average Median
- [ ] Binary to Decimal conversion
- [ ] Binary Exponentiation Iterative
- [x] Decimal to Binary conversion
- [ ] Binomial Coefficient
- [ ] Bisection Method
- [ ] Function to check Co-prime 
- [ ] Decimal Expansion
- [ ] Decimal Isolation
- [ ] Degree to Radian Conversion
- [ ] Euler Method
- [x] Eulers Totient
- [x] Factorial
- [ ] Factors
- [ ] Fibonacci
- [ ] Find HCM
- [x] Find LCM
- [x] Finding a minimum in a array of numbers
- [x] Function to check a number is Divisible by another number or not
- [x] Function to check a number is Even
- [x] Function to check a number is Odd
- [x] Function to check a number is Pronic
- [x] Function to check a number is Square free
- [ ] Juggler Sequence
- [x] Leap year
- [x] Matrix Multiplication
- [ ] Number of digits in a number
- [ ] Pascal Triangle
- [ ] Perfect Cube
- [ ] Perfect Square
- [ ] Perfect Numbers
- [ ] Prime check
- [x] Radian to Degree Conversion
- [x] Finding Square root
- [x] Sum of Digits of a given number
",1272281597,"> I implemented `IsLeapYear` (gregorian calendar) in #40

Just link #40 to #10 then (as you did), no need to add a redundant comment (and trigger a redundant notification here)."
1384927167,10,Add some maths' functions,"## List of some important functions 

- [x] Absolute number
- [ ] Aliquot Sum of a number
- [ ] Area of various shapes
- [ ] Arithmetic-Geometric Mean
- [x] Armstrong number
- [x] Average Mean
- [x] Average Median
- [ ] Binary to Decimal conversion
- [ ] Binary Exponentiation Iterative
- [x] Decimal to Binary conversion
- [ ] Binomial Coefficient
- [ ] Bisection Method
- [ ] Function to check Co-prime 
- [ ] Decimal Expansion
- [ ] Decimal Isolation
- [ ] Degree to Radian Conversion
- [ ] Euler Method
- [x] Eulers Totient
- [x] Factorial
- [ ] Factors
- [ ] Fibonacci
- [ ] Find HCM
- [x] Find LCM
- [x] Finding a minimum in a array of numbers
- [x] Function to check a number is Divisible by another number or not
- [x] Function to check a number is Even
- [x] Function to check a number is Odd
- [x] Function to check a number is Pronic
- [x] Function to check a number is Square free
- [ ] Juggler Sequence
- [x] Leap year
- [x] Matrix Multiplication
- [ ] Number of digits in a number
- [ ] Pascal Triangle
- [ ] Perfect Cube
- [ ] Perfect Square
- [ ] Perfect Numbers
- [ ] Prime check
- [x] Radian to Degree Conversion
- [x] Finding Square root
- [x] Sum of Digits of a given number
",1292153283,"@Owais28  Added CalculateMedian feature https://github.com/TheAlgorithms/TypeScript/pull/73
"
1384927167,10,Add some maths' functions,"## List of some important functions 

- [x] Absolute number
- [ ] Aliquot Sum of a number
- [ ] Area of various shapes
- [ ] Arithmetic-Geometric Mean
- [x] Armstrong number
- [x] Average Mean
- [x] Average Median
- [ ] Binary to Decimal conversion
- [ ] Binary Exponentiation Iterative
- [x] Decimal to Binary conversion
- [ ] Binomial Coefficient
- [ ] Bisection Method
- [ ] Function to check Co-prime 
- [ ] Decimal Expansion
- [ ] Decimal Isolation
- [ ] Degree to Radian Conversion
- [ ] Euler Method
- [x] Eulers Totient
- [x] Factorial
- [ ] Factors
- [ ] Fibonacci
- [ ] Find HCM
- [x] Find LCM
- [x] Finding a minimum in a array of numbers
- [x] Function to check a number is Divisible by another number or not
- [x] Function to check a number is Even
- [x] Function to check a number is Odd
- [x] Function to check a number is Pronic
- [x] Function to check a number is Square free
- [ ] Juggler Sequence
- [x] Leap year
- [x] Matrix Multiplication
- [ ] Number of digits in a number
- [ ] Pascal Triangle
- [ ] Perfect Cube
- [ ] Perfect Square
- [ ] Perfect Numbers
- [ ] Prime check
- [x] Radian to Degree Conversion
- [x] Finding Square root
- [x] Sum of Digits of a given number
",1508294293,@Owais28 I Added #125 Create binary_to_Decimal_Conversion and prime_check
1384927167,10,Add some maths' functions,"## List of some important functions 

- [x] Absolute number
- [ ] Aliquot Sum of a number
- [ ] Area of various shapes
- [ ] Arithmetic-Geometric Mean
- [x] Armstrong number
- [x] Average Mean
- [x] Average Median
- [ ] Binary to Decimal conversion
- [ ] Binary Exponentiation Iterative
- [x] Decimal to Binary conversion
- [ ] Binomial Coefficient
- [ ] Bisection Method
- [ ] Function to check Co-prime 
- [ ] Decimal Expansion
- [ ] Decimal Isolation
- [ ] Degree to Radian Conversion
- [ ] Euler Method
- [x] Eulers Totient
- [x] Factorial
- [ ] Factors
- [ ] Fibonacci
- [ ] Find HCM
- [x] Find LCM
- [x] Finding a minimum in a array of numbers
- [x] Function to check a number is Divisible by another number or not
- [x] Function to check a number is Even
- [x] Function to check a number is Odd
- [x] Function to check a number is Pronic
- [x] Function to check a number is Square free
- [ ] Juggler Sequence
- [x] Leap year
- [x] Matrix Multiplication
- [ ] Number of digits in a number
- [ ] Pascal Triangle
- [ ] Perfect Cube
- [ ] Perfect Square
- [ ] Perfect Numbers
- [ ] Prime check
- [x] Radian to Degree Conversion
- [x] Finding Square root
- [x] Sum of Digits of a given number
",1771489898,Hi @Owais28 I have made a PR for [matrix multiplication feature](https://github.com/TheAlgorithms/TypeScript/pull/211).
1384927167,10,Add some maths' functions,"## List of some important functions 

- [x] Absolute number
- [ ] Aliquot Sum of a number
- [ ] Area of various shapes
- [ ] Arithmetic-Geometric Mean
- [x] Armstrong number
- [x] Average Mean
- [x] Average Median
- [ ] Binary to Decimal conversion
- [ ] Binary Exponentiation Iterative
- [x] Decimal to Binary conversion
- [ ] Binomial Coefficient
- [ ] Bisection Method
- [ ] Function to check Co-prime 
- [ ] Decimal Expansion
- [ ] Decimal Isolation
- [ ] Degree to Radian Conversion
- [ ] Euler Method
- [x] Eulers Totient
- [x] Factorial
- [ ] Factors
- [ ] Fibonacci
- [ ] Find HCM
- [x] Find LCM
- [x] Finding a minimum in a array of numbers
- [x] Function to check a number is Divisible by another number or not
- [x] Function to check a number is Even
- [x] Function to check a number is Odd
- [x] Function to check a number is Pronic
- [x] Function to check a number is Square free
- [ ] Juggler Sequence
- [x] Leap year
- [x] Matrix Multiplication
- [ ] Number of digits in a number
- [ ] Pascal Triangle
- [ ] Perfect Cube
- [ ] Perfect Square
- [ ] Perfect Numbers
- [ ] Prime check
- [x] Radian to Degree Conversion
- [x] Finding Square root
- [x] Sum of Digits of a given number
",1772172157,"> Hi @Owais28 I have made a PR for [matrix multiplication feature](https://github.com/TheAlgorithms/TypeScript/pull/211).

@appgurueu "
1384927167,10,Add some maths' functions,"## List of some important functions 

- [x] Absolute number
- [ ] Aliquot Sum of a number
- [ ] Area of various shapes
- [ ] Arithmetic-Geometric Mean
- [x] Armstrong number
- [x] Average Mean
- [x] Average Median
- [ ] Binary to Decimal conversion
- [ ] Binary Exponentiation Iterative
- [x] Decimal to Binary conversion
- [ ] Binomial Coefficient
- [ ] Bisection Method
- [ ] Function to check Co-prime 
- [ ] Decimal Expansion
- [ ] Decimal Isolation
- [ ] Degree to Radian Conversion
- [ ] Euler Method
- [x] Eulers Totient
- [x] Factorial
- [ ] Factors
- [ ] Fibonacci
- [ ] Find HCM
- [x] Find LCM
- [x] Finding a minimum in a array of numbers
- [x] Function to check a number is Divisible by another number or not
- [x] Function to check a number is Even
- [x] Function to check a number is Odd
- [x] Function to check a number is Pronic
- [x] Function to check a number is Square free
- [ ] Juggler Sequence
- [x] Leap year
- [x] Matrix Multiplication
- [ ] Number of digits in a number
- [ ] Pascal Triangle
- [ ] Perfect Cube
- [ ] Perfect Square
- [ ] Perfect Numbers
- [ ] Prime check
- [x] Radian to Degree Conversion
- [x] Finding Square root
- [x] Sum of Digits of a given number
",1774023653,"Hi, I just checked and some of the ticks are missing in the above list.

- Armstrong number: https://github.com/TheAlgorithms/TypeScript/pull/44
- Decimal to Binary conversion: https://github.com/TheAlgorithms/TypeScript/pull/23
- Function to check a number is Divisible by another number or not: https://github.com/TheAlgorithms/TypeScript/pull/43
- Function to check a number is Pronic: https://github.com/TheAlgorithms/TypeScript/pull/82
- Function to check a number is Square free: https://github.com/TheAlgorithms/TypeScript/pull/94"
1384927167,10,Add some maths' functions,"## List of some important functions 

- [x] Absolute number
- [ ] Aliquot Sum of a number
- [ ] Area of various shapes
- [ ] Arithmetic-Geometric Mean
- [x] Armstrong number
- [x] Average Mean
- [x] Average Median
- [ ] Binary to Decimal conversion
- [ ] Binary Exponentiation Iterative
- [x] Decimal to Binary conversion
- [ ] Binomial Coefficient
- [ ] Bisection Method
- [ ] Function to check Co-prime 
- [ ] Decimal Expansion
- [ ] Decimal Isolation
- [ ] Degree to Radian Conversion
- [ ] Euler Method
- [x] Eulers Totient
- [x] Factorial
- [ ] Factors
- [ ] Fibonacci
- [ ] Find HCM
- [x] Find LCM
- [x] Finding a minimum in a array of numbers
- [x] Function to check a number is Divisible by another number or not
- [x] Function to check a number is Even
- [x] Function to check a number is Odd
- [x] Function to check a number is Pronic
- [x] Function to check a number is Square free
- [ ] Juggler Sequence
- [x] Leap year
- [x] Matrix Multiplication
- [ ] Number of digits in a number
- [ ] Pascal Triangle
- [ ] Perfect Cube
- [ ] Perfect Square
- [ ] Perfect Numbers
- [ ] Prime check
- [x] Radian to Degree Conversion
- [x] Finding Square root
- [x] Sum of Digits of a given number
",1774031653,"> Hi, I just checked and some of the ticks are missing in the above list.
> 
> - Armstrong number: https://github.com/TheAlgorithms/TypeScript/pull/44
> - Decimal to Binary conversion: https://github.com/TheAlgorithms/TypeScript/pull/23
> - Function to check a number is Divisible by another number or not: https://github.com/TheAlgorithms/TypeScript/pull/43
> - Function to check a number is Pronic: https://github.com/TheAlgorithms/TypeScript/pull/82
> - Function to check a number is Square free: https://github.com/TheAlgorithms/TypeScript/pull/94

Updated. Thank you @marvinbuff 🙂"
1384927167,10,Add some maths' functions,"## List of some important functions 

- [x] Absolute number
- [ ] Aliquot Sum of a number
- [ ] Area of various shapes
- [ ] Arithmetic-Geometric Mean
- [x] Armstrong number
- [x] Average Mean
- [x] Average Median
- [ ] Binary to Decimal conversion
- [ ] Binary Exponentiation Iterative
- [x] Decimal to Binary conversion
- [ ] Binomial Coefficient
- [ ] Bisection Method
- [ ] Function to check Co-prime 
- [ ] Decimal Expansion
- [ ] Decimal Isolation
- [ ] Degree to Radian Conversion
- [ ] Euler Method
- [x] Eulers Totient
- [x] Factorial
- [ ] Factors
- [ ] Fibonacci
- [ ] Find HCM
- [x] Find LCM
- [x] Finding a minimum in a array of numbers
- [x] Function to check a number is Divisible by another number or not
- [x] Function to check a number is Even
- [x] Function to check a number is Odd
- [x] Function to check a number is Pronic
- [x] Function to check a number is Square free
- [ ] Juggler Sequence
- [x] Leap year
- [x] Matrix Multiplication
- [ ] Number of digits in a number
- [ ] Pascal Triangle
- [ ] Perfect Cube
- [ ] Perfect Square
- [ ] Perfect Numbers
- [ ] Prime check
- [x] Radian to Degree Conversion
- [x] Finding Square root
- [x] Sum of Digits of a given number
",1774159755,"> > Hi, I just checked and some of the ticks are missing in the above list.
> > 
> > * Armstrong number: https://github.com/TheAlgorithms/TypeScript/pull/44
> > * Decimal to Binary conversion: https://github.com/TheAlgorithms/TypeScript/pull/23
> > * Function to check a number is Divisible by another number or not: https://github.com/TheAlgorithms/TypeScript/pull/43
> > * Function to check a number is Pronic: https://github.com/TheAlgorithms/TypeScript/pull/82
> > * Function to check a number is Square free: https://github.com/TheAlgorithms/TypeScript/pull/94
> 
> Updated. Thank you @marvinbuff 🙂
;
And `matrix_multiplication` is also not ticked, thanks: [https://github.com/TheAlgorithms/TypeScript/pull/211](https://github.com/TheAlgorithms/TypeScript/pull/211)"
1384910204,9,Add CONTRIBUTING.md,,,
1384901443,8,Add a GitHub Actions workflow to generate `DIRECTORY.md`,"The workflow should be similar to the [**C++ repository**](https://github.com/TheAlgorithms/C-Plus-Plus/blob/master/.github/workflows/awesome_workflow.yml#L49).
This is to add a file that includes all algorithms without having to write them manually.
",1285964626,"Working on this.
"
1384739827,6,Add Quick Select Algorithm,"# About Quick Select Algorithm

> In [computer science](https://en.wikipedia.org/wiki/Computer_science), quickselect is a [selection algorithm](https://en.wikipedia.org/wiki/Selection_algorithm) to find the kth smallest element in an unordered list. It is related to the [quicksort](https://en.wikipedia.org/wiki/Quicksort) sorting algorithm. Like quicksort, it was developed by [Tony Hoare](https://en.wikipedia.org/wiki/Tony_Hoare), and thus is also known as Hoare's selection algorithm.[[1]](https://en.wikipedia.org/wiki/Quickselect#cite_note-1) Like quicksort, it is efficient in practice and has good average-case performance, but has poor worst-case performance. Quickselect and its variants are the selection algorithms most often used in efficient real-world implementations.
 **Source** : Wikipedia",1257099696,"Thanks for your interest in contributing! Feel free to make a PR, and we'll review it. 🙂
"
1384739827,6,Add Quick Select Algorithm,"# About Quick Select Algorithm

> In [computer science](https://en.wikipedia.org/wiki/Computer_science), quickselect is a [selection algorithm](https://en.wikipedia.org/wiki/Selection_algorithm) to find the kth smallest element in an unordered list. It is related to the [quicksort](https://en.wikipedia.org/wiki/Quicksort) sorting algorithm. Like quicksort, it was developed by [Tony Hoare](https://en.wikipedia.org/wiki/Tony_Hoare), and thus is also known as Hoare's selection algorithm.[[1]](https://en.wikipedia.org/wiki/Quickselect#cite_note-1) Like quicksort, it is efficient in practice and has good average-case performance, but has poor worst-case performance. Quickselect and its variants are the selection algorithms most often used in efficient real-world implementations.
 **Source** : Wikipedia",1258324327,"> What is the review of this PR?

Hmm, what do you mean? This is an issue.
"
1384739827,6,Add Quick Select Algorithm,"# About Quick Select Algorithm

> In [computer science](https://en.wikipedia.org/wiki/Computer_science), quickselect is a [selection algorithm](https://en.wikipedia.org/wiki/Selection_algorithm) to find the kth smallest element in an unordered list. It is related to the [quicksort](https://en.wikipedia.org/wiki/Quicksort) sorting algorithm. Like quicksort, it was developed by [Tony Hoare](https://en.wikipedia.org/wiki/Tony_Hoare), and thus is also known as Hoare's selection algorithm.[[1]](https://en.wikipedia.org/wiki/Quickselect#cite_note-1) Like quicksort, it is efficient in practice and has good average-case performance, but has poor worst-case performance. Quickselect and its variants are the selection algorithms most often used in efficient real-world implementations.
 **Source** : Wikipedia",1607830100,"Hello, i would like to solve this issue."
1364738627,4,Add a contributing guidelines file,,,
